length,result,first_move
43,1.0,e4
106,1.0,h3
14,1.0,d4
242,0.5,e4
65,0.0,e4
18,1.0,d4
21,0.0,e4
19,1.0,e4
26,1.0,e4
24,1.0,c3
21,0.0,e4
311,1.0,e4
109,0.5,e4
20,1.0,e4
12,1.0,h3
16,1.0,e4
54,1.0,c4
22,1.0,e4
80,0.5,a4
58,0.0,e3
355,1.0,e4
18,1.0,e4
29,0.0,e4
333,1.0,e4
223,1.0,c4
19,0.0,e3
15,0.0,c3
170,0.5,e3
11,0.0,e4
26,1.0,h3
172,1.0,c4
74,1.0,d4
450,0.5,e4
22,1.0,e4
25,0.0,e4
16,1.0,c3
12,1.0,e4
134,0.5,c3
41,0.0,e4
76,0.5,e4
137,0.0,Nh3
419,0.5,e4
11,0.0,e4
325,1.0,e4
450,0.5,e4
20,1.0,e3
12,1.0,e4
70,0.0,e4
146,1.0,Nf3
46,1.0,Na3
57,0.0,d4
25,0.0,Nf3
12,1.0,g3
23,0.0,e4
56,0.0,e4
91,1.0,g3
22,1.0,e4
24,0.0,e4
28,1.0,d4
22,1.0,e4
14,1.0,e4
31,0.0,d4
104,0.5,e4
78,1.0,d4
82,1.0,Nf3
24,1.0,c4
45,0.0,h4
139,0.5,e3
20,0.0,Nc3
127,0.5,Nc3
92,1.0,e4
52,0.0,e4
23,0.0,e4
22,1.0,e4
16,1.0,e4
14,1.0,c3
450,0.5,d4
56,0.0,g3
90,0.5,e4
21,0.0,e4
15,0.0,d4
269,1.0,h3
25,0.0,e4
18,0.0,e4
93,0.0,h4
24,1.0,e4
23,0.0,e4
94,1.0,e4
27,0.0,e4
41,0.0,e3
98,0.5,e4
84,0.5,d3
62,1.0,e4
12,0.0,e4
17,0.0,e4
13,0.0,e4
22,1.0,e4
68,0.5,c3
431,1.0,e4
167,0.5,e4
31,1.0,Nf3
104,1.0,e4
110,0.5,g3
177,0.5,c3
26,1.0,e4
21,0.0,e4
16,1.0,e4
48,1.0,e4
88,1.0,e4
54,0.0,h4
59,0.0,d4
76,0.5,e4
67,0.0,e4
25,0.0,a4
87,0.5,d4
137,0.5,g3
25,0.0,d4
131,0.0,c4
107,0.0,e4
28,1.0,e4
49,0.0,e4
114,0.5,e4
70,1.0,e4
12,1.0,d4
27,0.0,e4
54,1.0,e4
20,1.0,d3
59,0.0,f4
55,0.0,Nf3
59,1.0,d4
59,0.0,e4
29,0.0,e4
14,1.0,e4
30,1.0,e4
17,0.0,g3
318,0.0,e4
127,0.0,b3
51,0.0,b3
140,0.5,e4
272,0.0,b3
10,1.0,e4
24,1.0,f3
55,0.0,f4
54,0.5,e4
22,1.0,e4
31,0.0,e4
22,1.0,d4
99,0.5,f4
82,1.0,e4
15,0.0,e4
107,0.0,e4
69,0.0,d4
19,0.0,Nf3
103,1.0,e4
18,1.0,d4
39,0.5,e4
23,0.0,b3
66,1.0,e4
22,1.0,e4
30,1.0,c4
42,1.0,e4
23,0.0,e4
29,0.0,e4
69,0.5,e4
127,0.0,e4
25,0.0,d4
13,0.0,e4
16,1.0,g3
153,0.0,e4
36,1.0,b3
144,0.5,g3
15,0.0,h4
22,1.0,e4
26,1.0,e4
127,0.0,b3
7,0.0,c4
64,1.0,e4
117,1.0,e4
74,1.0,d4
30,1.0,e4
109,0.5,Nf3
89,0.5,e4
63,0.5,c4
334,0.0,b4
18,1.0,e4
21,0.0,g3
74,0.5,Nf3
165,0.0,d4
79,0.5,e4
122,1.0,e4
359,1.0,e4
435,1.0,e4
277,1.0,e4
22,1.0,e4
22,1.0,e4
81,0.5,a3
351,1.0,c4
55,0.0,e4
10,1.0,e4
72,0.0,e4
18,1.0,e4
87,0.0,e4
40,0.0,e4
56,1.0,e4
21,0.0,e4
119,0.0,e4
129,0.5,Nf3
17,0.0,d4
96,1.0,d4
80,1.0,e4
450,0.5,d4
25,0.0,e4
15,0.0,f3
111,0.5,e4
95,0.5,e4
74,1.0,e3
46,1.0,Nf3
19,0.0,e4
25,0.0,h4
37,0.0,e4
107,0.5,e4
28,1.0,d4
450,0.5,a4
88,0.5,e4
158,0.0,e4
25,0.0,e4
24,1.0,e4
50,1.0,e4
57,0.5,g3
19,0.0,d3
140,1.0,g3
72,0.0,Nf3
18,1.0,e4
36,1.0,e4
128,1.0,Nf3
28,1.0,e4
333,1.0,a3
103,0.0,e4
14,1.0,e4
23,0.0,g3
23,0.0,e4
50,0.5,e4
78,0.5,e4
330,0.0,e4
113,0.0,e4
26,1.0,e4
80,1.0,Nf3
71,0.5,b3
21,0.0,e4
271,0.5,e4
300,0.0,e4
28,1.0,e4
78,1.0,d4
16,1.0,e4
385,1.0,e4
7,0.0,d4
26,1.0,e4
450,0.5,d4
78,1.0,e4
22,1.0,e4
21,0.0,d4
105,0.5,Nf3
28,1.0,c4
32,1.0,d4
24,1.0,e4
63,0.0,e4
24,1.0,e4
133,0.5,e4
17,0.0,e4
118,0.5,b3
21,0.0,f3
29,0.0,g3
71,0.0,d4
8,1.0,e4
126,0.5,e3
36,1.0,e4
75,1.0,c4
4,1.0,e4
17,0.0,Nf3
370,0.0,d4
14,0.0,e4
58,1.0,e4
20,1.0,a3
111,0.5,e4
16,1.0,a4
142,0.5,e4
27,0.0,b4
132,1.0,g3
14,1.0,e4
243,1.0,e4
21,0.0,a4
20,1.0,e4
142,0.5,Nf3
11,0.0,e4
310,0.0,e4
96,1.0,Na3
112,1.0,g3
131,0.5,e4
79,0.5,e4
92,0.5,Nf3
17,0.0,e4
23,0.0,e4
93,0.5,d4
16,1.0,e4
70,1.0,e4
132,0.5,b3
110,0.5,Na3
95,0.5,e3
25,0.0,c3
43,0.0,e4
21,0.0,c4
93,0.0,e4
123,0.5,Nf3
16,1.0,e4
19,0.0,e4
119,1.0,e4
20,1.0,e4
68,1.0,e4
27,0.0,c3
317,1.0,e4
28,1.0,e4
18,1.0,Nc3
450,0.5,h4
29,0.0,c4
112,1.0,e4
127,0.5,e4
158,1.0,e4
28,1.0,e4
15,0.0,e4
36,1.0,e4
14,1.0,e4
79,0.5,e4
29,0.0,e4
12,1.0,e4
82,0.5,d4
94,1.0,e4
100,1.0,e4
21,0.0,e4
19,0.0,e4
25,0.0,f3
91,0.5,Nf3
424,0.0,e4
29,0.0,e4
373,1.0,e4
178,1.0,c3
112,1.0,e4
181,0.5,Nf3
132,0.5,e4
13,0.0,c4
122,0.0,e4
264,0.0,e4
280,0.0,e4
26,1.0,e4
22,1.0,e4
19,0.0,d4
50,1.0,e4
17,0.0,Nh3
12,1.0,e4
64,0.5,Nf3
72,0.5,e4
62,1.0,d3
20,1.0,e4
21,0.0,e4
425,1.0,c4
69,0.0,d4
8,1.0,e4
95,0.5,d3
60,1.0,e4
27,0.0,e4
102,1.0,e4
52,0.5,e4
13,0.0,d4
43,0.0,e4
22,1.0,e4
64,0.5,e4
24,1.0,g4
105,0.0,g3
29,0.0,e4
373,1.0,e4
19,0.0,e4
450,0.5,g3
84,1.0,e4
97,0.0,h4
91,0.0,d4
83,0.5,e4
118,0.5,e4
122,1.0,e4
427,1.0,Nc3
315,1.0,e4
64,1.0,d4
105,0.5,e4
121,0.5,e4
25,0.0,e4
87,1.0,h3
321,1.0,b4
23,0.0,e4
39,0.0,e4
19,0.0,e4
117,0.5,e4
116,0.5,d4
17,0.0,c4
23,0.0,e3
19,0.0,e4
28,1.0,Nf3
25,0.0,Nc3
445,1.0,e4
28,1.0,Nf3
74,1.0,Nf3
38,1.0,e4
450,0.5,c4
99,0.5,e4
138,0.0,e4
14,1.0,e4
79,0.0,e4
52,0.5,e4
20,1.0,b3
127,0.5,e4
35,0.0,b3
102,1.0,e4
450,0.5,e4
33,0.0,e4
46,1.0,e4
60,0.0,b3
17,0.0,e4
390,0.0,b3
18,1.0,e4
13,0.0,e4
23,0.0,d4
62,0.5,e4
52,1.0,c4
27,0.0,e4
63,0.0,Nf3
390,0.0,e4
132,0.5,Nf3
324,0.0,e4
49,0.0,c4
450,0.5,e4
21,0.0,e3
36,0.0,h4
12,1.0,e4
16,1.0,e4
10,1.0,e4
183,0.5,e4
23,0.0,c3
12,1.0,e4
132,0.5,e4
16,1.0,Nf3
6,1.0,e4
11,0.0,e4
121,0.5,g3
106,0.5,e4
17,0.0,e4
118,0.0,e4
46,1.0,d3
98,1.0,Nf3
131,0.5,e4
79,1.0,e4
28,1.0,e4
399,1.0,e4
65,1.0,e4
76,1.0,e3
44,1.0,e4
14,1.0,e3
251,1.0,e4
13,0.0,c4
297,1.0,e4
23,0.0,e4
25,0.0,e4
217,1.0,e3
20,1.0,e4
47,0.0,e4
30,0.0,e4
121,0.0,e4
66,0.0,b3
20,0.0,e4
306,0.0,e4
17,0.0,e4
10,1.0,e4
95,0.5,e4
138,0.5,e4
61,0.0,c4
26,1.0,e4
18,1.0,e4
127,0.0,Nf3
131,0.0,e4
15,0.0,e4
16,1.0,Nf3
31,1.0,e4
66,0.5,h4
9,0.0,e4
172,0.5,e4
308,0.5,e4
96,0.5,e4
63,0.0,e4
18,1.0,e4
18,1.0,e4
109,0.5,e3
94,1.0,e4
132,0.0,d3
450,0.5,e4
19,0.0,e4
66,0.5,e4
372,0.0,c4
89,0.0,Nf3
26,1.0,e4
20,1.0,e4
30,1.0,e4
19,0.0,e4
21,0.0,e4
171,0.5,g4
102,0.5,e4
16,1.0,e4
54,1.0,d4
158,1.0,g3
372,0.0,e4
15,0.0,e4
17,0.0,e4
61,1.0,e4
112,1.0,e4
12,1.0,d4
109,0.0,c4
90,0.5,c4
26,1.0,a4
118,1.0,a4
11,0.0,e4
39,1.0,e4
105,0.0,e4
68,1.0,e4
16,1.0,Nf3
125,0.5,e4
28,1.0,e4
27,0.0,g3
100,0.5,g3
21,0.0,Nh3
72,1.0,d4
26,1.0,e4
450,0.5,f3
113,0.0,d4
15,0.0,e4
21,0.0,e4
80,1.0,e3
10,1.0,d4
21,0.0,e4
80,1.0,Nf3
16,1.0,d4
45,0.0,e4
52,1.0,e3
29,0.0,e4
75,1.0,e4
45,0.5,Nf3
16,1.0,e4
17,0.0,e4
79,0.5,Nf3
385,1.0,e4
31,0.0,e4
450,0.5,e3
94,0.5,g3
118,0.5,f4
28,1.0,e4
106,0.5,e4
450,0.5,e4
6,1.0,e4
21,0.0,c4
173,0.5,e4
116,0.5,c4
75,0.5,e4
15,0.0,e4
25,0.0,e4
25,0.0,e4
97,0.0,Nf3
304,0.0,e4
111,0.5,d4
9,0.0,e4
86,0.5,e4
145,0.5,d4
137,0.0,e4
41,0.0,g3
144,1.0,d4
153,0.5,h4
20,1.0,d4
44,1.0,e4
125,0.0,e4
19,0.0,c3
127,0.5,e4
10,1.0,g3
13,0.0,c4
100,0.5,e3
90,1.0,e4
164,0.5,e3
92,0.5,d4
6,1.0,e4
14,1.0,e4
30,1.0,h3
119,1.0,d3
17,0.0,e4
82,1.0,e3
450,0.5,e4
125,1.0,Nf3
116,1.0,d4
15,0.0,e4
43,1.0,e4
102,0.5,e4
44,1.0,c3
190,0.0,e4
445,1.0,e4
100,0.5,e4
27,0.0,c4
92,0.5,Nc3
19,0.0,e4
121,0.0,e4
12,1.0,Nf3
450,0.5,e4
97,1.0,e4
134,1.0,d4
264,0.0,b4
79,0.0,c3
118,1.0,e4
104,0.5,e4
228,0.5,Nf3
146,1.0,g3
126,1.0,a3
116,1.0,Nf3
15,0.0,d4
88,1.0,Na3
65,1.0,e4
144,0.5,e4
62,0.0,e4
88,0.0,e4
450,0.5,e4
19,0.0,c4
6,1.0,e4
12,1.0,e4
22,1.0,Nf3
12,1.0,Nf3
15,0.0,a3
85,0.5,c3
18,1.0,Nf3
101,1.0,e4
450,0.5,d4
8,1.0,e4
120,0.5,f4
6,1.0,e4
86,0.0,e4
24,1.0,Nf3
15,0.0,e4
58,1.0,e4
450,0.5,e4
88,1.0,e4
14,1.0,e4
47,0.5,e4
79,0.5,g3
34,1.0,b3
14,1.0,d4
74,0.5,h3
53,1.0,e4
18,1.0,e4
117,0.5,e4
450,0.5,c3
15,0.0,e4
66,0.5,e4
143,0.5,e4
130,1.0,e4
14,1.0,e4
25,0.0,d4
20,1.0,e4
75,0.0,e4
16,1.0,e4
98,0.5,e4
20,1.0,e4
450,0.5,f4
152,0.5,b3
71,1.0,b3
28,1.0,e4
92,1.0,Nf3
26,1.0,e4
111,0.5,d4
30,1.0,d4
12,1.0,d3
15,0.0,e4
26,1.0,e4
54,0.5,e4
80,1.0,c4
98,0.5,e4
26,1.0,Nf3
12,1.0,d4
79,1.0,e4
91,0.5,b3
16,1.0,e4
29,0.0,c4
112,0.5,e4
12,1.0,c4
22,1.0,e4
48,1.0,c4
28,1.0,d4
8,1.0,e4
19,0.0,e4
15,0.0,g3
18,1.0,e4
80,1.0,e4
24,1.0,b4
8,1.0,e4
94,0.5,e4
107,1.0,d4
12,1.0,e4
49,1.0,g3
27,0.0,e4
450,0.5,b3
110,1.0,e4
20,1.0,c4
263,0.5,g3
16,1.0,e4
223,0.5,e4
29,0.0,b3
26,1.0,c3
327,1.0,c4
148,0.5,e3
103,0.5,Nf3
133,0.5,e4
100,0.5,e4
122,0.5,e4
136,1.0,e4
28,1.0,b3
19,0.0,d4
30,1.0,e4
450,0.5,e4
17,0.0,e4
89,0.0,e4
182,0.5,d4
97,0.0,e4
94,0.5,e4
54,1.0,e4
24,1.0,e4
305,1.0,e4
450,0.5,e4
23,0.0,c3
104,0.5,d3
103,0.5,e4
101,0.0,e4
45,0.0,e4
75,1.0,b4
108,1.0,d4
101,0.0,e4
18,1.0,e4
188,0.5,d4
306,0.5,b3
27,0.0,e4
135,0.5,e4
450,0.5,a4
92,0.0,e4
18,1.0,e4
97,0.5,c4
169,0.5,e4
104,1.0,g4
44,0.0,g3
36,1.0,c4
120,0.5,h3
34,1.0,g3
56,0.5,g3
23,0.0,e4
44,0.0,c4
85,0.0,c4
14,1.0,e4
108,0.5,e4
31,0.0,e4
46,0.0,e4
17,0.0,g4
14,1.0,e4
71,0.0,e4
109,0.0,e4
450,0.5,e4
57,1.0,e4
28,1.0,e4
13,0.0,e4
20,1.0,Na3
22,1.0,Nh3
8,1.0,e4
27,1.0,g3
51,0.0,h4
17,0.0,e4
23,0.0,e4
108,0.5,e4
11,0.0,e4
6,1.0,e4
100,0.5,e4
353,1.0,b3
76,1.0,Nc3
358,0.0,Nf3
12,1.0,e4
76,1.0,e4
68,1.0,Nf3
110,0.5,e4
17,0.0,f3
15,1.0,e4
26,1.0,e4
12,1.0,e4
71,0.5,e4
92,1.0,b3
30,1.0,e4
450,0.5,e4
450,0.5,e4
126,1.0,Nf3
110,0.5,e4
27,0.0,d4
28,1.0,d4
86,1.0,e4
69,0.5,d4
14,1.0,Nc3
47,1.0,e4
273,1.0,Nc3
15,0.0,e4
26,1.0,e4
81,0.0,g3
325,1.0,b3
404,0.0,e4
17,0.0,e4
54,1.0,Nf3
20,1.0,e4
153,0.5,b3
16,1.0,g3
95,0.0,e4
80,0.5,e4
19,0.0,e4
12,1.0,c3
93,0.5,e4
124,1.0,e4
27,0.0,g3
201,1.0,e4
395,1.0,e4
7,0.0,d4
209,0.5,Nf3
105,0.5,e4
128,0.0,Nf3
82,1.0,e4
312,0.5,e4
24,1.0,e4
59,0.0,e4
104,1.0,c3
87,0.0,Nf3
15,0.0,Nf3
74,0.5,d4
97,0.0,g4
96,1.0,e4
37,0.0,e4
141,0.5,c4
181,1.0,e4
337,1.0,g3
65,0.5,Nf3
450,0.5,e4
29,0.0,d3
78,0.5,e4
249,1.0,h4
59,1.0,e4
16,1.0,g3
123,0.5,e3
450,0.5,e4
385,1.0,d4
35,0.0,d4
27,0.0,g3
78,1.0,e4
106,1.0,Nf3
17,0.0,e4
416,0.0,b3
321,1.0,e4
98,1.0,e4
117,0.0,e4
119,0.5,d4
6,1.0,b3
56,1.0,e4
89,1.0,b4
30,1.0,h3
10,1.0,a4
322,0.0,e4
99,0.0,e4
65,0.5,e4
175,0.5,e4
53,0.5,d4
5,0.0,e4
100,0.5,e4
103,0.5,f4
29,0.0,g3
19,0.0,c3
381,1.0,g3
23,0.0,d4
21,0.0,e4
44,1.0,Nf3
84,0.0,c3
88,0.5,Nf3
20,1.0,e4
21,0.0,h4
294,0.0,e4
131,0.0,e4
72,1.0,e4
30,1.0,c4
9,0.0,b4
49,0.0,c3
19,0.0,e3
33,0.0,e4
160,0.5,e4
356,0.0,e4
84,1.0,g3
450,0.5,Na3
114,0.5,e3
89,0.5,c4
124,0.5,Nf3
5,0.0,e4
28,1.0,Nf3
96,0.5,f4
22,1.0,h4
9,0.0,e4
302,0.5,e4
396,0.0,e4
18,1.0,d4
178,1.0,Nf3
20,1.0,e4
81,0.5,e4
450,0.5,c3
110,0.5,e4
12,1.0,e4
102,0.5,e4
146,1.0,Nf3
313,1.0,e4
23,0.0,e4
29,0.0,g3
18,1.0,e4
18,1.0,e4
450,0.5,e4
21,0.0,f4
89,0.5,e4
29,0.0,f4
98,1.0,e4
49,1.0,c4
27,0.0,h3
104,0.5,e4
229,1.0,e4
72,0.5,d4
14,1.0,e4
374,0.0,c4
145,0.5,e4
127,0.0,e4
12,1.0,e4
12,1.0,e4
17,0.0,e4
15,0.0,d4
83,1.0,Nf3
25,0.0,e4
65,0.0,d4
185,0.5,e4
103,1.0,e4
23,0.0,e4
23,1.0,e4
24,1.0,Nf3
14,1.0,d4
84,1.0,Nf3
333,1.0,g3
129,1.0,g3
105,0.0,e3
28,1.0,e4
16,1.0,e4
275,1.0,d4
43,0.5,e4
47,0.0,c4
109,0.0,c3
175,0.0,e4
56,1.0,Nc3
9,0.0,e4
390,0.0,e4
16,1.0,e4
24,1.0,e4
21,0.0,e4
124,0.5,h4
263,1.0,e4
131,0.5,Nf3
8,1.0,e4
88,0.0,Nf3
54,0.0,g3
189,0.5,e4
23,0.0,e4
20,1.0,e4
28,1.0,Nf3
20,1.0,Nf3
102,0.5,h4
18,1.0,Nf3
16,1.0,Nf3
100,0.5,e4
28,1.0,c3
10,1.0,e4
79,1.0,e4
309,1.0,Nf3
136,0.0,e4
27,0.0,e4
32,1.0,d4
28,1.0,e4
19,0.0,b3
93,0.5,d4
99,0.0,e4
388,0.0,d4
30,1.0,e4
21,0.0,d4
40,1.0,e4
54,0.5,e4
450,0.5,e4
107,0.5,e4
280,0.5,c4
55,0.0,e4
96,0.5,Nf3
346,0.0,e4
141,0.0,g3
20,1.0,e4
132,1.0,e4
53,0.0,d3
329,1.0,d4
46,1.0,g4
23,0.0,e4
20,1.0,e4
239,0.5,e4
12,1.0,e4
6,1.0,e4
127,0.5,e4
30,1.0,e4
102,0.0,e4
69,1.0,e4
52,0.0,e4
21,0.0,e4
